,date,exch.binance.flow.in.ntv,exch.binance.flow.out.ntv,exch.sply.binance.ntv,exch.bitfinex.flow.in.ntv,exch.bitfinex.flow.out.ntv,exch.sply.bitfinex.ntv,exch.bitstamp.flow.in.ntv,exch.bitstamp.flow.out.ntv,exch.sply.bitstamp.ntv,exch.bittrex.flow.in.ntv,exch.bittrex.flow.out.ntv,exch.sply.bittrex.ntv,exch.gemini.flow.in.ntv,exch.gemini.flow.out.ntv,exch.sply.gemini.ntv,exch.huobi.flow.in.ntv,exch.huobi.flow.out.ntv,exch.sply.huobi.ntv,exch.kraken.flow.in.ntv,exch.kraken.flow.out.ntv,exch.sply.kraken.ntv,exch.poloniex.flow.in.ntv,exch.poloniex.flow.out.ntv,exch.sply.poloniex.ntv,close,high,low
0,2016-06-30 00:00:00+00:00,0.0,0.0,0.0,9854.210874472945,5496.36384951,1214864.652318313,0.0,0.0,0.0,6524.369619926759,1779.0239771677464,299409.2949849749,11628.047431667404,1909.147239313268,813991.0128599331,0.0,0.0,0.0,117831.73089003404,83463.4517164118,7772248.002734895,114511.03434416,83024.32304100324,7618179.576454697,12.41,13.44,12.34
1,2016-07-01 00:00:00+00:00,0.0,0.0,0.0,37798.28170986856,37377.40816167,1215285.5258665115,0.0,0.0,0.0,7756.869206409453,2409.231465824337,304756.93272556,313.3583240788808,4986.430058931605,809317.9411250803,0.0,0.0,0.0,61684.36289433736,43868.10448832186,7790064.26114091,115928.44148941,110580.8647315898,7623527.153212517,12.3,12.56,11.62
2,2016-07-02 00:00:00+00:00,0.0,0.0,0.0,28055.928157816048,4886.51723361,1238454.9367907175,0.0,0.0,0.0,5731.8360267392,2047.4505734063744,308441.31817889283,261.75854015489534,2676.00084,806903.6988252352,0.0,0.0,0.0,7683.927041322545,15035.050744728478,7782713.137437504,63017.62837584,51733.72581311655,7634811.055775241,12.11,12.74,11.96
3,2016-07-03 00:00:00+00:00,0.0,0.0,0.0,8540.574652205962,16450.2993179,1230545.2121250236,0.0,0.0,0.0,2314.0848598776,5626.440191059518,305128.9628477109,432.59843773585465,8334.601304058,799001.6959589132,0.0,0.0,0.0,25891.302630949296,29688.985455739294,7778915.454612714,65648.83011325,53999.84736702448,7646460.038521467,11.74,12.01,11.33
4,2016-07-04 00:00:00+00:00,0.0,0.0,0.0,21662.205119329108,20390.91559049,1231816.501653863,0.0,0.0,0.0,3774.255782246532,2759.752745106869,306143.4658848506,1817.158214937643,1226.77515564,799592.0790182108,0.0,0.0,0.0,434692.5034524181,36248.24107192352,8177359.716993209,125131.80969242,61534.7308981468,7710057.11731574,11.38,12.13,11.28
5,2016-07-05 00:00:00+00:00,0.0,0.0,0.0,48720.289142900256,57009.39344673,1223527.3973500328,0.0,0.0,0.0,17746.12296026224,3717.7767943525137,320171.8120507603,5029.133441834786,197.82954113,804423.3829189156,0.0,0.0,0.0,122813.72980141008,207866.43697402868,8092307.00982059,197628.98488229,282205.6211153781,7625480.481082652,10.45,11.41,8.976
6,2016-07-06 00:00:00+00:00,0.0,0.0,0.0,40042.046700158025,13919.13719411,1249650.306856081,0.0,0.0,0.0,10680.605064651629,3015.841269204104,327836.5758462078,7038.143466033245,1469.21796635,809992.3084185988,0.0,0.0,0.0,61345.51430811085,53926.746159971095,8099725.77796873,82163.83411116,160668.5615151775,7546975.753678635,10.43,11.11,10.21
7,2016-07-07 00:00:00+00:00,0.0,0.0,0.0,24514.99239764528,19323.22069956,1254842.0785541662,0.0,0.0,0.0,7705.078397242163,2560.9253394943817,332980.7289039556,8550.992429848096,1039.35294,817503.9479084469,0.0,0.0,0.0,53153.8065574783,33102.66178207264,8119776.922744135,61497.89906498,185135.94755308336,7423337.705190531,10.03,10.31,9.529
8,2016-07-08 00:00:00+00:00,0.0,0.0,0.0,29851.88143989369,6654.5232779,1278039.4367161598,0.0,0.0,0.0,3446.401540067662,3720.863278320984,332706.2671657023,6180.878115787943,21.21168,823663.6143442348,0.0,0.0,0.0,43228.24690793561,36871.82622027985,8126133.343431791,96866.28404091,109319.11471804928,7410884.874513391,11.27,11.64,10.3
9,2016-07-09 00:00:00+00:00,0.0,0.0,0.0,13671.765551924942,29912.11390205,1261799.088366035,0.0,0.0,0.0,4001.893029308432,3224.826845049521,333483.3333499612,96.40125767812444,491.2334586405668,823268.7821432725,0.0,0.0,0.0,51987.97810410375,19641.20804526361,8158480.113490631,55196.6044498,123910.64710530743,7342170.831857884,10.92,11.34,10.69
10,2016-07-10 00:00:00+00:00,0.0,0.0,0.0,1790.084165949075,160635.15884113,1102954.013690854,0.0,0.0,0.0,5394.231900206552,3326.948854856162,335550.6163953116,0.0,1778.00258902,821490.7795542524,0.0,0.0,0.0,11925.742890359288,8391.717690015286,8162014.138690975,23667.49288794,49448.06468111658,7316390.260064708,10.9,11.08,10.7
11,2016-07-11 00:00:00+00:00,0.0,0.0,0.0,18050.11662204061,94840.02215121094,1026164.1081616835,0.0,0.0,0.0,8318.474378866445,2670.399278447807,341198.6914957302,9.604219693684795,5346.99439002,816153.389383926,0.0,0.0,0.0,47799.49826002692,59966.74919268913,8149846.887758313,31423.59814193,104656.14584672224,7243157.7123599155,10.46,10.92,10.18
12,2016-07-12 00:00:00+00:00,0.0,0.0,0.0,16682.056686477594,3720.70467611,1039125.4601720512,0.0,0.0,0.0,3773.7755500430753,5053.561456195884,339918.9055895774,762.7383669673186,352.71839106653704,816563.4093598268,0.0,0.0,0.0,20528.702770135853,52562.76421041589,8117812.826318033,109465.68821346,114898.50088517464,7237724.899688201,10.49,11.1,10.39
13,2016-07-13 00:00:00+00:00,0.0,0.0,0.0,21109.53040200104,4703.3593613,1055531.6312127523,0.0,0.0,0.0,6788.020651015006,4928.838606975849,341778.0876336166,777.5109562876917,1695.9259085,815644.9944076146,0.0,0.0,0.0,291155.8793621678,34611.33615290133,8374357.3695273,20119.26765023,95954.4747468545,7161889.692591576,10.44,10.6,10.27
14,2016-07-14 00:00:00+00:00,0.0,0.0,0.0,57500.62014999974,21735.65458313,1091296.596779622,0.0,0.0,0.0,7681.939658290932,15917.429586989849,333542.59770491766,2403.880766760779,136.0174675883087,817912.8577067871,0.0,0.0,0.0,55928.34811174851,45723.76719754426,8384561.950441504,120602.72511492,80200.99573114442,7202291.421975352,11.55,11.69,10.37
15,2016-07-15 00:00:00+00:00,0.0,0.0,0.0,12153.330406440326,32273.45743793,1071176.4697481322,0.0,0.0,0.0,2653.3250699032906,5966.292710752429,330229.63006406854,713.2027678008606,915.4115976454,817710.6488769425,0.0,0.0,0.0,551404.3356279217,272308.31800993654,8663657.96805949,522178.27825716,1042337.6180260332,6682132.082206478,11.88,12.64,11.4
16,2016-07-16 00:00:00+00:00,0.0,0.0,0.0,14690.635986183484,37793.89911297,1048073.2066213456,0.0,0.0,0.0,9440.360166839104,3053.224225214328,336616.7660056933,1438.9859986291997,98.474063,819051.1608125716,0.0,0.0,0.0,31469.76047792116,63871.650881369744,8631256.07765604,139740.29246716,136969.19399779348,6684903.180675846,11.59,12.12,11.5
17,2016-07-17 00:00:00+00:00,0.0,0.0,0.0,49714.68386512322,12974.76884809,1084813.121638379,0.0,0.0,0.0,8360.517704640262,10877.067509450644,334100.2162008829,183.2399647235196,58.60641656,819175.7943607352,0.0,0.0,0.0,52347.90220405589,63445.53393425124,8620158.445925845,41154.5413113,191544.8673079068,6534512.854679238,11.19,11.73,10.9
18,2016-07-18 00:00:00+00:00,0.0,0.0,0.0,35925.65944485858,2035.06603408,1118703.7150491576,0.0,0.0,0.0,4715.694877706928,6298.262820762631,332517.6482578272,2248.235478558098,8676.705845966,812747.3239933273,0.0,0.0,0.0,324697.2396172545,39757.009019700905,8905098.676523399,848249.88003884,174330.07340446665,7208432.661313612,10.95,11.48,10.85
19,2016-07-19 00:00:00+00:00,0.0,0.0,0.0,47705.97555859029,42364.30856386,1124045.382043888,0.0,0.0,0.0,6773.866823645773,11443.707931768657,327847.8071497043,5606.148704567645,20410.76786777,797942.704830125,0.0,0.0,0.0,81167.8652191871,82022.5445771145,8904243.997165471,101804.16333299,139788.825969925,7170447.998676677,11.63,12.1,10.95
20,2016-07-20 00:00:00+00:00,0.0,0.0,0.0,13036.862026485,57759.14673002,1079323.0973403528,0.0,0.0,0.0,21144.01286108093,11201.284206552593,337790.53580423264,15692.930887859691,1044.8363236520624,812590.7993943326,0.0,0.0,0.0,613495.2395042757,633870.7254661692,8883868.511203578,472414.59510843,107986.28411838974,7534876.309666717,12.54,13.0,11.4
21,2016-07-21 00:00:00+00:00,0.0,0.0,0.0,41694.86001750993,51101.85214299,1069916.1052148729,0.0,0.0,0.0,4428.111737771546,9282.634259907294,332936.0132820969,6297.489669770199,41.76578196197942,818846.5232821408,0.0,0.0,0.0,113107.67610081274,78883.09663039703,8918093.090673994,154947.86131538,150609.8515309619,7539214.319451136,12.66,12.92,12.02
22,2016-07-22 00:00:00+00:00,0.0,0.0,0.0,84055.6664948139,85027.03910077,1068944.7326089167,0.0,0.0,0.0,17340.031824423662,12196.404328801473,338079.6407777191,7381.321120997825,8613.05856778,817614.7858353587,0.0,0.0,0.0,94230.71783996232,106899.05688788903,8905424.751626067,297564.62524829,279790.66216761706,7556988.282531808,14.82,15.06,12.57
23,2016-07-23 00:00:00+00:00,0.0,0.0,0.0,71723.22145737655,20029.92111682,1120638.0329494732,0.0,0.0,0.0,10360.436282440403,6490.540982723631,341949.5360774359,15159.626286692464,1491.0689501,831283.3431719511,0.0,0.0,0.0,78004.46136805299,40588.470453526905,8942840.742540592,226480.1132516232,231789.19572237023,7551679.200061061,14.4,15.27,13.99
24,2016-07-24 00:00:00+00:00,0.0,0.0,0.0,292529.7990741351,74697.10695094,1338470.7250726684,0.0,0.0,0.0,305633.776415763,304873.0131644975,342710.29932870134,62492.459185960055,54890.70322521,838885.0991327012,0.0,0.0,0.0,116074.29142963188,212349.5113770881,8846565.522593137,2191564.868591268,637635.7787144759,9105608.289937854,12.63,14.68,12.15
25,2016-07-25 00:00:00+00:00,0.0,0.0,0.0,28912.976499965192,37617.03605681,1329766.6655158235,0.0,0.0,0.0,7245.44953422,9294.26589434232,340661.48296857905,8052.551906047818,2803.32549543,844134.325543319,0.0,0.0,0.0,153258.49577901303,138463.78414137076,8861360.23423078,1072086.945998589,487328.6721375459,9690366.563798895,13.84,13.88,12.59
26,2016-07-26 00:00:00+00:00,0.0,0.0,0.0,810059.7394168512,235048.30169013,1904778.1032425447,0.0,0.0,0.0,19887.36272302,18032.472997093904,342516.37269450515,8625.339691132585,2294.4608220855143,850465.204412366,0.0,0.0,0.0,411899.4420189067,184248.394449138,9089011.281800548,1788776.7438165832,936128.2887687716,10543015.018846707,12.08,13.9,11.74
27,2016-07-27 00:00:00+00:00,0.0,0.0,0.0,81807.4719129177,112979.47535453,1873606.0998009325,0.0,0.0,0.0,8362.64921746,19832.8616845974,331046.1602273677,444.64393016173824,949.04990432,849960.7984382078,0.0,0.0,0.0,129081.98669178809,93876.78846419851,9124216.480028138,825959.30501726,563949.7181150469,10805024.605748922,13.05,13.52,11.73
28,2016-07-28 00:00:00+00:00,0.0,0.0,0.0,72725.05474118666,18240.55038928,1928090.604152839,0.0,0.0,0.0,106096.35643224,11487.507530717525,425655.00912889023,2082.988426711933,1586.4059845677016,850457.380880352,0.0,0.0,0.0,589561.8695338304,230394.54805842863,9483383.80150354,330014.35881339,343210.4079306536,10791828.556631656,12.87,13.08,12.48
29,2016-07-29 00:00:00+00:00,0.0,0.0,0.0,126708.55664716856,42722.73005467,2012076.4307453376,0.0,0.0,0.0,5797.64953212,11945.664084205597,419506.99457680463,621.6744546376478,320.99675491,850758.0585800797,0.0,0.0,0.0,215383.9849017519,128686.61009572356,9570081.176309569,226162.45369299,332288.74356455205,10685702.266760096,12.84,12.94,12.54
30,2016-07-30 00:00:00+00:00,0.0,0.0,0.0,27043.552251062603,18669.27747351945,2020450.705522881,0.0,0.0,0.0,2618.76780257,4495.009134006097,417630.7532453685,1233.691369058104,138.03077066,851853.7191784778,0.0,0.0,0.0,76295.51586124489,137941.504504987,9508435.187665826,225537.31945394,348201.4589924712,10563038.127221564,12.57,12.88,12.53
31,2016-07-31 00:00:00+00:00,0.0,0.0,0.0,32837.30002787247,12628.06043547,2040659.9451152831,0.0,0.0,0.0,17910.64667992,23111.71552323725,412429.68440205127,1202.749563964175,2799.21707702,850257.251665422,0.0,0.0,0.0,109610.53578508412,82580.72889090322,9535464.994560003,382477.9450710061,413951.7964359783,10531564.275856592,11.82,12.28,11.22
32,2016-08-01 00:00:00+00:00,0.0,0.0,0.0,220568.36728838104,53252.993753,2207975.3186506643,0.0,0.0,0.0,4072.18810416,7621.515973151711,408880.3565330596,8779.100048216427,1231.29302752,857805.0586861183,0.0,0.0,0.0,84720.26342804392,115658.84471582012,9504526.41327223,357779.50125195,639202.7896990356,10250140.987409506,11.05,11.74,11.02
33,2016-08-02 00:00:00+00:00,0.0,0.0,0.0,395883.8366511109,90393.48962091,2513465.6656808653,0.0,0.0,0.0,36211.86696622,30121.929484088792,414970.29401519074,16192.519566330711,4910.06534583,869087.5129066191,0.0,0.0,0.0,268070.76645869896,310208.5028939812,9462388.676836949,973311.7503141,734977.4840562756,10488475.25366733,8.295,11.2,7.033
34,2016-08-03 00:00:00+00:00,0.0,0.0,0.0,1.05128643,0.0,2513466.716967295,0.0,0.0,0.0,14174.62892772,17109.510192269954,412035.4127506408,15338.95910592931,4744.82058102,879681.6514315284,0.0,0.0,0.0,244585.7282224196,454369.0304035848,9252605.37465578,1697779.83493426,2922181.0680223564,9264074.020579234,10.42,10.64,8.093
35,2016-08-04 00:00:00+00:00,0.0,0.0,0.0,1.0012581100287663,0.0,2513467.718225405,0.0,0.0,0.0,11669.4821871,15132.292072485923,408572.60286525486,7824.555878862504,4672.02940463,882834.1779057609,0.0,0.0,0.0,143827.41506893895,196134.26052610032,9200298.52919862,591451.3931523674,972343.9692989526,8883181.44443265,11.21,11.53,10.25
36,2016-08-05 00:00:00+00:00,0.0,0.0,0.0,1.999,0.0,2513469.717225405,0.0,0.0,0.0,499.86518891,3716.697284170927,405355.770769994,4599.557058452518,2128.10336,885305.6316042134,0.0,0.0,0.0,237570.375607918,207747.4736904832,9230121.431116056,600647.8825818775,1058469.653324175,8425359.673690353,10.93,11.19,10.74
37,2016-08-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2513469.717225405,0.0,0.0,0.0,4608.44750808,3396.623497624096,406567.5947804499,1325.631453579554,853.31442169,885777.948636103,0.0,0.0,0.0,70909.19308389582,184064.92156948068,9116965.702630471,273337.2160112947,402004.8993855574,8296691.990316089,10.91,11.18,10.5
38,2016-08-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2513469.717225405,0.0,0.0,0.0,2928.41983835,8016.302129959843,401479.71248884,7650.645151971229,361.616211,893066.9775770742,0.0,0.0,0.0,198351.90193806408,169349.141362906,9145968.463205628,281522.3088819568,388173.8802729916,8190040.418925054,10.94,11.16,10.69
39,2016-08-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,2513469.717225405,0.0,0.0,0.0,3826.85172601,10113.670154351068,395192.894060499,1309.8875354393615,36.910112644106384,894339.9549998695,0.0,0.0,0.0,47821.69436064098,164301.10594369692,9029489.051622571,151176.1490891834,295094.5721398954,8046121.9958743425,11.29,11.49,10.83
40,2016-08-09 00:00:00+00:00,0.0,0.0,0.0,14514.028852304176,2.004762,2527981.7413157094,0.0,0.0,0.0,3294.12144878,15251.765666027411,383235.24984325154,8086.462078617585,2828.9139469667275,899597.5031315204,0.0,0.0,0.0,78229.2410800374,112188.53720611436,8995529.755496496,370120.4817375617,533870.7563143758,7882371.721297529,12.22,12.43,11.17
