,date,exch.binance.flow.in.ntv,exch.binance.flow.out.ntv,exch.sply.binance.ntv,exch.bitfinex.flow.in.ntv,exch.bitfinex.flow.out.ntv,exch.sply.bitfinex.ntv,exch.bitstamp.flow.in.ntv,exch.bitstamp.flow.out.ntv,exch.sply.bitstamp.ntv,exch.bittrex.flow.in.ntv,exch.bittrex.flow.out.ntv,exch.sply.bittrex.ntv,exch.gemini.flow.in.ntv,exch.gemini.flow.out.ntv,exch.sply.gemini.ntv,exch.huobi.flow.in.ntv,exch.huobi.flow.out.ntv,exch.sply.huobi.ntv,exch.kraken.flow.in.ntv,exch.kraken.flow.out.ntv,exch.sply.kraken.ntv,exch.poloniex.flow.in.ntv,exch.poloniex.flow.out.ntv,exch.sply.poloniex.ntv,close,high,low
41,2016-08-10 00:00:00+00:00,0.0,0.0,0.0,6027.205162385766,321008.32818695,2213000.618291145,0.0,0.0,0.0,9619.35558723,17041.325052586733,375813.2803778948,3466.1448263647644,1954.06213772,901109.5858201652,0.0,0.0,0.0,184387.71371308103,145034.49912019767,9034882.97008938,349512.5786686713,487192.36164416216,7744691.938322037,12.22,12.67,11.86
42,2016-08-11 00:00:00+00:00,0.0,0.0,0.0,29205.641667428856,340579.85764173,1901626.402316844,0.0,0.0,0.0,13205.24970855,12372.97165038822,376645.5584360566,2410.52195975584,1375.1208652304292,902144.9869146904,0.0,0.0,0.0,121500.60985480135,60637.5720378807,9095746.0079063,344173.4535874931,345761.08444211097,7743104.30746742,11.68,12.35,11.59
43,2016-08-12 00:00:00+00:00,0.0,0.0,0.0,594.8273342728542,284483.64912221,1617737.5805289068,0.0,0.0,0.0,10457.22254605,15073.94927610127,372028.8317060053,4156.692140497644,12033.74557692,894267.9334782681,0.0,0.0,0.0,83709.5233097623,61878.251063544194,9117577.280152518,214006.0103247036,140458.9881792547,7816651.329612869,11.78,12.04,11.58
44,2016-08-13 00:00:00+00:00,0.0,0.0,0.0,27278.8447246487,636771.5145679916,1008244.910685564,0.0,0.0,0.0,1854.00675016,3072.3071292918617,370810.5313268735,2570.9240405616315,1589.2747631008217,895249.582755729,0.0,0.0,0.0,57836.23250610493,132710.07611522262,9042703.4365434,89355.4026400371,131721.61728748566,7774285.11496542,11.52,11.76,11.45
45,2016-08-14 00:00:00+00:00,0.0,0.0,0.0,56083.42217693538,84038.73485189,980289.5980106092,0.0,0.0,0.0,2734.59869445,3939.061905880104,369606.06811544334,1177.0054286973962,586.93282664,895839.6553577863,0.0,0.0,0.0,41179.27910264384,86339.30947101081,8997543.406175034,97437.6287626061,115145.31878502204,7756577.424943004,11.17,11.44,11.07
46,2016-08-15 00:00:00+00:00,0.0,0.0,0.0,30789.896456156817,114796.13877437,896283.355692396,0.0,0.0,0.0,2824.81998346,3897.439610290096,368533.4484886133,863.1981459955512,284.46307326,896418.3904305219,0.0,0.0,0.0,15478.172598332045,60265.33246984458,8952756.246303521,91832.9841236117,197436.4117360083,7650973.997330608,11.19,11.25,10.99
47,2016-08-16 00:00:00+00:00,0.0,0.0,0.0,1523.732917731387,36967.95980722,860839.1288029075,0.0,0.0,0.0,1752.18095935,1098.1598275373876,369187.4696204258,975.6681292295812,893.45335335,896500.6052064014,0.0,0.0,0.0,14072.51295349388,55615.41038757082,8911213.348869445,75545.1504881541,66589.18831334943,7659929.959505412,11.16,11.56,11.05
48,2016-08-17 00:00:00+00:00,0.0,0.0,0.0,3292.832865195409,85748.34962263,778383.6120454728,0.0,0.0,0.0,10227.91554556,12935.99579926849,366479.38936671737,387.7826605281094,2841.51822723,894046.8696396996,0.0,0.0,0.0,83275.0063668783,65793.86632639638,8928694.488909926,249379.2082112558,291381.79842368944,7617927.369292978,10.77,11.23,10.71
49,2016-08-18 00:00:00+00:00,0.0,0.0,0.0,456.4201661585821,81096.47298860403,697743.5592230274,0.0,0.0,0.0,2124.15954396,1179.6526685355088,367423.8962421418,612.0076615416971,3318.783344,891340.0939572413,0.0,0.0,0.0,41492.48325787579,46007.8470325533,8924179.125135249,94605.1091958902,69994.1949365707,7642538.283552298,10.74,11.04,10.69
50,2016-08-19 00:00:00+00:00,0.0,0.0,0.0,257.26556685063406,55492.50969007,642508.315099808,0.0,0.0,0.0,2162.05857053,1180.5728325176765,368405.3819801542,1031.7747174025596,403.87140685,891967.9972677939,0.0,0.0,0.0,52584.98345039776,31583.71386669709,8945180.394718949,74851.3451372835,72424.52632721017,7644965.102362371,10.75,10.86,10.68
51,2016-08-20 00:00:00+00:00,0.0,0.0,0.0,755.1962089744449,91224.66638818,552038.8449206025,0.0,0.0,0.0,1782.43639457,2566.17833305512,367621.6400416691,395.54921788576667,135.640628,892227.9058576796,0.0,0.0,0.0,37866.625684554965,26124.394672042337,8956922.62573146,84626.869559386,75352.6929203959,7654239.279001362,11.28,11.35,10.68
52,2016-08-21 00:00:00+00:00,0.0,0.0,0.0,50663.554430726006,35428.45989262,567273.9394587085,0.0,0.0,0.0,1826.18420977,3268.0175391407743,366179.8067122983,313.0365073188151,245.68526175,892295.2571032484,0.0,0.0,0.0,14152.078055127378,15850.124085592706,8955224.579700997,66060.6120309113,73846.04631501005,7646453.844717262,11.15,11.27,10.91
53,2016-08-22 00:00:00+00:00,0.0,0.0,0.0,7074.94850187974,72362.27866785,501986.6092927383,0.0,0.0,0.0,2190.78534407,1903.5670581303973,366467.0249982379,2571.8847590071173,1039.62698828,893827.5148739755,0.0,0.0,0.0,70568.64546842214,57083.8032650966,8968709.421904322,544671.0055794062,534710.1624112412,7656414.687885428,11.11,11.44,11.03
54,2016-08-23 00:00:00+00:00,0.0,0.0,0.0,46299.34099203219,21209.01470379576,527076.9355809747,0.0,0.0,0.0,2318.66816015,626.2124631589674,368159.4806952289,887.1948936260344,148.71394504234,894565.9958225592,0.0,0.0,0.0,40138.33993509469,69529.85741805569,8939317.904421361,93149.2266676912,92932.15307305795,7656631.761480061,11.02,11.22,10.9
55,2016-08-24 00:00:00+00:00,0.0,0.0,0.0,2381.041037302108,17343.41363677,512114.5629815068,0.0,0.0,0.0,1904.73915597,1753.8780125383107,368310.3418386606,792.0129010262209,614.79018,894743.2185435855,0.0,0.0,0.0,27896.645557640728,26693.570416437204,8940520.979562564,52270.3590757707,60268.65162843889,7648633.468927393,11.01,11.19,10.94
56,2016-08-25 00:00:00+00:00,0.0,0.0,0.0,36001.212311225776,27598.47509591,520517.30019682256,0.0,0.0,0.0,1995.56174071,8442.428746869913,361863.4748325007,489.9286242238945,569.009025,894664.1381428094,0.0,0.0,0.0,32359.9451028941,47325.89741514772,8925555.02725031,103834.4238228721,76133.76269890749,7676334.130051358,11.37,11.41,10.98
57,2016-08-26 00:00:00+00:00,0.0,0.0,0.0,11671.753241414535,14799.08387175,517389.9695664871,0.0,0.0,0.0,2755.82711762,3052.1443315669167,361567.1576185538,124.8849351092421,343.50726,894445.5158179186,0.0,0.0,0.0,33524.47218582976,43587.93608619279,8915491.563349947,52987.5284628101,87159.73600311708,7642161.92251105,11.3,11.52,11.19
58,2016-08-27 00:00:00+00:00,0.0,0.0,0.0,102917.14977174226,13974.98396257,606332.1353756593,0.0,0.0,0.0,1854.22430692,2902.477056514216,360518.9048689596,330.6889913216468,808.433315,893967.7714942403,0.0,0.0,0.0,12600.454768945618,15770.15133963499,8912321.866779258,26549.8168449266,50132.18173552661,7618579.55762045,11.17,11.27,11.05
59,2016-08-28 00:00:00+00:00,0.0,0.0,0.0,859.5279279626014,12713.35482332,594478.308480302,0.0,0.0,0.0,3753.27925908,3543.566384691234,360728.6177433484,7275.563783630128,600.00126,900643.3340178704,0.0,0.0,0.0,32678.51715364541,33068.91021636731,8911931.473716537,105781.1735314195,115987.48239975284,7608373.248752117,10.99,11.21,10.98
60,2016-08-29 00:00:00+00:00,0.0,0.0,0.0,52781.644616869424,3558.28602066,643701.6670765114,0.0,0.0,0.0,4233.44204744,5077.09808554559,359884.96170524275,2533.5685110837057,656.05168,902520.850848954,0.0,0.0,0.0,49273.80369242547,58590.24070492266,8902615.03670404,225596.6190226948,289542.8715431409,7544426.9962316705,10.93,11.15,10.69
61,2016-08-30 00:00:00+00:00,0.0,0.0,0.0,2635.9504764201297,12001.61498003,634336.0025729015,0.0,0.0,0.0,1644.04885919,3882.5638560175767,357646.4467084152,263.5661151950908,1041.59922932,901742.8177348292,0.0,0.0,0.0,47161.30282624736,59889.78013587916,8889886.559394408,80037.3486144605,132743.23950391452,7491721.105342217,11.26,11.36,10.94
62,2016-08-31 00:00:00+00:00,0.0,0.0,0.0,4338.3899929238405,27273.9632559,611400.4293099254,0.0,0.0,0.0,5017.56945432,6768.676398371113,355895.33976436406,5553.879798734497,590.27163,906706.4259035636,0.0,0.0,0.0,21865.934718960714,67736.96728403281,8844015.526829336,128748.8028934923,106783.95190165762,7513685.956334052,11.59,11.63,11.09
63,2016-09-01 00:00:00+00:00,0.0,0.0,0.0,85760.61505038502,32383.31803323,664777.7263270804,0.0,0.0,0.0,2914.23696284,13313.522971367334,345496.05375583674,941.6045938947292,497.4836720909237,907150.5468253676,0.0,0.0,0.0,81051.70775940988,130638.68992397374,8794428.544664772,208121.2753975676,172630.44685191655,7549176.784879702,12.21,12.6,11.55
64,2016-09-02 00:00:00+00:00,0.0,0.0,0.0,13311.152175150028,9315.31745944,668773.5610427904,0.0,0.0,0.0,1909.79729569,5650.4366631763605,341755.4143883504,1171.4686388033838,4145.95938925,904176.0560749208,0.0,0.0,0.0,36135.07840689034,52218.4535194101,8778345.169552252,147703.5505264433,120915.76677641214,7575964.568629733,12.08,12.37,11.92
65,2016-09-03 00:00:00+00:00,0.0,0.0,0.0,14184.513799307888,4759.97102886,678198.1038132383,0.0,0.0,0.0,5525.84810369,1705.828479948539,345575.43401209184,430.1372869810425,826.535892377479,903779.6574695244,0.0,0.0,0.0,48091.6124019059,57196.98829207226,8769239.793662086,132415.290936795,174067.8748780385,7534311.984688491,11.77,12.9,11.42
66,2016-09-04 00:00:00+00:00,0.0,0.0,0.0,7203.643033091989,242433.28551644,442968.4613298903,0.0,0.0,0.0,3817.34476739,3067.2245861539777,346325.55419332784,101.36571014194324,200.13733904245024,903680.885840624,0.0,0.0,0.0,33611.49373878446,63526.85931895489,8739324.428081915,173321.0128018974,88873.21014203226,7618759.787348355,11.69,12.06,11.52
67,2016-09-05 00:00:00+00:00,0.0,0.0,0.0,4129.897166098536,36262.93172354,410835.4267724488,0.0,0.0,0.0,6372.18038457,5606.4520768316415,347091.2825010662,272.76062788381887,100.00042,903853.6460485078,0.0,0.0,0.0,40433.55056902451,42467.12360069962,8737290.85505024,80094.647527062,73996.94823464642,7624857.486640771,11.74,11.89,11.54
68,2016-09-06 00:00:00+00:00,0.0,0.0,0.0,2804.6231197443008,8100.69936392,405539.3505282732,0.0,0.0,0.0,9399.34328796,5192.60248469307,351298.02330433315,169.41799831049318,230.46961276,903792.5944340582,0.0,0.0,0.0,23054.226523255944,37053.77748556319,8723291.304087933,71598.8849662902,115884.9651452652,7580571.406461796,11.66,11.84,11.44
69,2016-09-07 00:00:00+00:00,0.0,0.0,0.0,9341.482044655511,30690.1705163,384190.6620566286,0.0,0.0,0.0,2963.43878528,477.1884879160272,353784.2736016971,170.82596212269084,453.0031,903510.4172961809,0.0,0.0,0.0,44195.200113866624,17595.33729906905,8749891.16690273,54405.6910059001,98619.99335134048,7536357.104116356,11.53,11.82,11.45
70,2016-09-08 00:00:00+00:00,0.0,0.0,0.0,7964.610035547858,23969.80416264,368185.4679295365,0.0,0.0,0.0,4253.28469551,1224.1045619783165,356813.4537352288,154.6238745294802,1008.33702692,902656.7041437904,0.0,0.0,0.0,56292.48257352902,24840.675135578746,8781342.974340681,206519.7724633596,307706.74387898814,7435170.132700727,11.35,11.89,11.15
