,date,binance.NET,bitfinex.NET,bitmex.NET,bitstamp.NET,bittrex.NET,gemini.NET,huobi.NET,kraken.NET,poloniex.NET,close,high,low,high-low,volume,weekly_vol
26,2016-07-26,0.0,-0.02099868009559727,0.01617700347037998,0.0001807436847299261,-0.03125114169083569,-0.016906257828181594,-0.03270901429971646,-0.013142634664297229,0.11857885683757564,654.38,657.76,643.49,14.269999999999982,78930.0,2.8109194870473853
27,2016-07-27,0.0,-0.002576239508012588,0.0014614107592390013,0.007736799478008809,0.00604273368452387,-0.003199976243234136,0.04015384683286486,0.01607160597212779,-0.07214063939311904,654.54,659.08,646.04,13.040000000000077,27410.0,2.7549133581936163
28,2016-07-28,0.0,-0.006506942489634293,0.004902899663204573,-0.04625739320331679,-0.003569472548946774,0.005542593451861718,-0.0009210720272292694,0.003114632014028413,-0.020923839285619313,654.13,657.96,650.81,7.150000000000091,107070.0,2.378467831218762
29,2016-07-29,0.0,0.009178030529497755,0.0007623727727795616,-0.0014941414293903488,-0.0012869772692961773,0.02936234727063456,-0.0027909533630126535,0.016365275302710966,0.011295786828889348,655.43,657.4,650.99,6.409999999999968,97270.0,2.080993250649458
30,2016-07-30,0.0,0.0074634868292965,0.003195125761803309,0.010387797877944187,-0.0026329542419435865,-0.007517695162098303,-0.024051433721671057,0.010283002464894778,-0.005734020937912039,654.74,657.55,652.06,5.490000000000009,112000.0,2.7476554048909763
31,2016-07-31,0.0,0.014359854651451915,0.025039387326938483,0.006123715687488766,0.030594707823878492,-0.020819341962894262,-0.00903603973754856,-0.010491166758107295,0.023160973641052157,621.87,654.92,621.42,33.5,148800.0,3.135160916030662
32,2016-08-01,0.0,0.03362481526450998,0.013066742070985033,-0.015168721057064183,-0.0036967102842649716,0.026835929729653284,-0.014279512947026632,0.021123648584000898,0.012189948982703237,607.0,627.89,603.55,24.340000000000032,156670.0,7.740478542081294
33,2016-08-02,0.0,-1.019539077276429,0.08684070610532423,0.0010109774205944444,-0.006044378700789194,-0.011456042879770065,0.0016914498536092781,-9.787782692186053e-05,0.0371738280689399,513.43,613.75,471.36,142.39,193430.0,9.845693117408338
34,2016-08-03,0.0,8.425187550821004e-05,-0.016866878396909882,-0.005552110920742828,-0.03249084451664466,-0.034544498175365014,-0.025020303268883978,-0.023426792563324972,-0.005440347584628302,566.44,573.06,514.09,58.969999999999914,119250.0,10.489251883245883
35,2016-08-04,0.0,0.0002853950648713068,-0.0639859315297899,-0.03592728011120343,0.0011718362722167308,-0.005513292414934829,-0.025130027571014638,-0.04649645040033879,0.02773459114540315,576.22,584.89,559.5,25.389999999999986,173340.0,9.431996798524024
36,2016-08-05,0.0,6.851274164412404e-05,0.07514686088967756,-0.008111105778536278,0.01562837787064958,0.027278067364292898,-0.013206683585749876,0.007392015683754798,0.005729634597549979,574.66,579.97,565.81,14.160000000000082,309650.0,9.895964694431179
37,2016-08-06,0.0,1.1422938679957529e-05,-0.0019925207420389626,-0.0025333551673666355,0.00728937922163686,0.015940287870858896,-0.051316385784592286,-0.009238613162868819,-0.006290893383494006,586.45,596.68,565.33,31.34999999999991,256870.0,5.398195439222728
38,2016-08-07,0.0,0.10476842820968965,-0.020081082835765256,-0.0016508550371737898,-0.02693088174362596,0.002809512319284285,-0.0035381435313100174,-0.0019232888220219076,-0.01120052324899979,590.85,596.01,580.87,15.139999999999986,137480.0,3.311954176406527
39,2016-08-08,0.0,0.001121866919126539,0.018329068521660545,0.0011936424942487686,-0.00026480038927491345,-0.004052852031250168,-0.007490905503987115,-0.001106219981654881,-0.01198718052838614,589.24,594.24,585.41,8.830000000000041,105460.0,2.6310185958047008
40,2016-08-09,0.0,8.577742517958023e-07,-0.05800457351317445,0.001954918251829786,0.020792530144661023,0.00417372213417775,-0.030409911570086233,-0.02585588128496978,-0.020630271658102883,585.25,591.2,581.1,10.100000000000023,102840.0,3.269618268134103
41,2016-08-10,0.0,-0.42330638336652565,0.04498850739477558,0.0137279577199995,0.02458703814624974,-0.0024389901321821388,-0.051636119681584464,0.026182364474949458,-0.009146757489184837,590.94,600.52,580.87,19.649999999999977,109580.0,2.4693042115415933
42,2016-08-11,0.0,-0.32629565782982883,-0.018946626443714504,0.0031209728766634984,0.0008012979352330155,0.0014085605130461348,-0.0065571151628391056,-0.02573301455428126,-0.015886878391519914,587.84,599.15,585.39,13.759999999999991,123520.0,2.3614126878201143
43,2016-08-12,0.0,-0.1008026463552652,0.062455271199884976,-0.00260210964934229,0.008116197878565164,0.010987085385076301,-0.00032279415418678264,0.019020665830852615,0.0023397990673556107,587.14,591.14,582.2,8.93999999999994,117550.0,2.333928879116727
44,2016-08-13,0.0,-0.017176254712333174,0.0017728482421231935,-0.007755015086100587,0.0018971203173814358,-0.002217310814195062,-0.01748679073931616,-0.006958251856828631,-0.013143389604871231,584.59,590.07,582.81,7.260000000000105,157350.0,3.52425425242008
45,2016-08-14,0.0,-0.0171540125931237,-0.001993467118503154,0.00634219467205536,0.0033615900973737733,-0.0032356866328751015,-0.0028182396369040366,-0.043645368471852394,-0.0058395297164247385,569.06,585.8,559.93,25.870000000000005,123320.0,3.0890828403658834
46,2016-08-15,0.0,-0.02359180466101045,-0.018721139982402213,-0.012012865465236427,-0.008903444863540853,0.005775033444874686,0.0022246095877720834,0.0013799891748102339,-0.006344740427864308,566.95,574.97,559.28,15.690000000000055,87730.0,3.691327113406655
47,2016-08-16,0.0,-0.07137033496749133,0.0018382829306593023,0.003405598004444642,-0.002287465191809286,-0.004944596663470489,0.008903524791830833,-0.029895163674131114,-0.01483971125541518,580.19,583.38,563.38,20.0,109150.0,4.0974601344980455
48,2016-08-17,0.0,-0.00902376006662383,-0.019175250483449178,-0.00176296877432321,-0.00166206852554239,0.0038884931761645203,0.021382833864168352,0.000940214701423428,-0.007102824920240142,572.34,581.1,568.66,12.440000000000055,154320.0,4.120099665428134
49,2016-08-18,0.0,-0.05585258803385699,-0.0039929408888031565,0.01421523381736419,-0.01936572619410909,-0.003366651820082875,0.0033154698745362643,-4.759998577387459e-06,-0.010642624622418398,573.39,579.53,570.83,8.699999999999932,209820.0,2.948604597777817
50,2016-08-19,0.0,-0.01786305576195761,0.002377437764175216,-0.008351227150972498,0.0038628123698071434,-0.016985141473648907,-0.007953224268704817,0.009828030967502802,-0.009533875505737706,574.56,577.86,566.25,11.610000000000014,193540.0,2.961580490245548
51,2016-08-20,0.0,0.0035429190750684257,0.0039913607823452695,-5.228646183528737e-05,-0.010361788926610473,-0.0021389007281788367,-0.013356726709172324,-0.05147361325451162,-0.006316141541656387,582.61,583.5,572.28,11.220000000000027,119500.0,2.0050232867397333
52,2016-08-21,0.0,-0.024583920547838596,-0.0003068461373507657,5.47672801876585e-06,0.0017416512738051317,0.003081803718544676,-0.007835405077140103,0.010225925450216534,-0.012098621111907399,580.66,585.32,577.84,7.480000000000018,62200.0,1.866269649364525
53,2016-08-22,0.0,-0.014795428604122383,-0.04250659102689443,-0.006236158507497824,0.01477934781819968,0.006058719643233717,0.03904173372660163,-0.003799371345987651,0.0015775934430751967,587.47,591.9,577.13,14.769999999999982,101480.0,2.1216660532960914
54,2016-08-23,0.0,0.0036313941239178513,-0.004657851112356256,0.00030395382330117987,-0.01794870470160711,-0.004944574873435949,-0.01891326970451422,0.010262397578875218,0.004465965582919035,583.56,589.87,578.61,11.259999999999991,127710.0,2.205129631374292
55,2016-08-24,0.0,-0.046389454918476916,-0.0007957178187742268,0.007250985963294203,0.0005376356049109909,-0.0035298525048315377,0.028398930876621042,-0.0005658718372969843,0.011122281045295154,579.66,584.47,576.82,7.649999999999977,106440.0,1.9983753604999754
56,2016-08-25,0.0,-0.006018046140591933,0.003281326192676629,-0.0008144810937768983,0.00034254696721569555,0.003573857996490914,-0.009839657743377625,-0.029009904235592195,0.009214653833408998,577.96,580.71,570.81,9.900000000000091,96890.0,2.0813574186112342
57,2016-08-26,0.0,0.004660915254484581,-0.007723497274705727,-0.007777116360981766,0.004894198034242549,-0.021577270095124668,0.017118802399499637,0.010363358449280442,0.0012393423598289627,579.37,582.73,575.83,6.899999999999977,113480.0,2.28623214979367
58,2016-08-27,0.0,0.00015754172176380733,0.016178113943999196,0.01406075970415734,0.01659359298326881,0.0013226784854621712,-0.04632610447466576,-0.0030619067710726186,0.009586885877033217,570.35,580.41,567.25,13.159999999999968,131700.0,1.9822322958622387
59,2016-08-28,0.0,-0.05639847587662159,0.0059123348315799126,0.000214746998541333,0.002216140692527485,-0.006501189641319467,-0.009126700853431494,-0.004854443960116479,0.04950032525104972,574.98,576.32,569.21,7.110000000000014,104180.0,1.8238073192453252
60,2016-08-29,0.0,0.02865150436636135,-0.001585046951832465,0.012816846370627768,-0.012384901991073574,0.002016903143807331,-0.01866346096399489,0.002520559524611384,0.003802153707100478,574.23,578.61,571.38,7.230000000000018,160430.0,1.8188372627472327
61,2016-08-30,0.0,-0.010690491357129614,-0.0028270175635062324,-0.06905943419610414,-0.016007998357596087,0.010505825198721789,-0.02866484006900462,0.006679637428541635,7.69304786118058e-05,577.32,579.94,572.51,7.430000000000064,199580.0,1.7734579350261082
62,2016-08-31,0.0,-0.005619676937847484,-0.02289800068560392,0.027275834364627032,0.005134485658174787,-0.00594789050124702,0.0008235007798428479,-0.028053017396719594,-0.018917673225644728,573.88,578.25,571.69,6.559999999999945,122930.0,1.2713780547123599
63,2016-09-01,0.0,0.04158033184335083,-0.004687544097452317,-0.004672156126702354,0.011785027625039989,-0.0022139680157115746,0.04906104993102318,-0.020666027583164034,-0.006678203114997436,571.99,704.97,569.37,135.60000000000002,153800.0,1.360046368064933
64,2016-09-02,0.0,-0.0311736897225496,0.008378869697735398,-0.015959050125436094,0.016151817781921977,-0.002853729232849142,-0.031223811355874313,0.022303692958372187,-0.0019073000119670253,575.29,577.6,569.3,8.300000000000068,163010.0,3.092633237051197
65,2016-09-03,0.0,0.03943164886391767,0.00488979433985658,0.00536803905230317,0.008934248034198525,0.006069831554271189,-0.03643775004578544,-0.009434503328939511,0.01957976296735063,598.84,604.97,572.64,32.33000000000004,244880.0,3.8109598299637772
66,2016-09-04,0.0,0.05032910343383343,0.010017050789625774,0.0011330680525195487,-0.013911033078931018,-0.0028668184443264456,0.030842458636587584,0.012105600691351463,-0.03805481536429782,609.55,615.2,590.78,24.420000000000073,325730.0,3.9956671993840525
67,2016-09-05,0.0,0.005904579346025916,-0.006287666969114359,0.011016083580468131,-0.003638739760261342,0.01399732341604798,0.028576432650397193,0.015005257978855747,-0.005768799061315527,605.76,610.61,598.77,11.840000000000032,185830.0,4.0673819802118185
68,2016-09-06,0.0,0.014247934578361961,-0.0007942170488161523,-0.021123005691405985,-0.0025232443578942637,-0.017232869243398848,0.008251724293100296,-0.009938547314971818,0.026370233632797453,610.44,611.95,603.55,8.400000000000091,315500.0,4.154521853623082
69,2016-09-07,0.0,-0.0015599140930812189,-0.04519298262454444,-0.0018000926870505862,-0.00730122661449429,0.014509847076515696,0.05277135004273505,-0.001447823941182303,0.017026781592571115,613.21,616.48,606.24,10.240000000000009,269750.0,3.4148135563023017
70,2016-09-08,0.0,0.041129411961563084,-0.04713171094954689,0.0013424808840536394,-0.009862682524140399,0.009149342359869387,-0.010657802305872599,-0.028594672008444635,0.0019946757761776374,625.57,629.3,611.25,18.049999999999955,607100.0,2.730070318189298
71,2016-09-09,0.0,0.02428158602844188,-0.09591991722281165,-0.002321320812570509,0.008453664593589594,0.004611914915835361,-0.02119709459472517,0.003995582083855954,-0.004429952783007743,623.16,627.58,617.32,10.259999999999991,154960.0,2.53718074672057
72,2016-09-10,0.0,-0.03853123793875522,0.006833546029916645,0.010576807834400502,0.009710008223518717,-0.008733669796025696,0.0006373281326876104,0.0067556928032778945,-0.01162746512797333,624.52,627.45,621.07,6.3799999999999955,274760.0,3.907938348797137
73,2016-09-11,0.0,0.011149411495110534,0.022750480060510756,0.004909047558717173,0.002355528746258634,-0.0006255434035474889,-0.009727450745348407,-0.002598170330619841,0.00341898068693261,605.61,630.77,592.79,37.98000000000002,180070.0,3.8164440270314595
74,2016-09-12,0.0,0.03218024006906228,-0.013183926703467796,-0.005558392597347323,0.004911099382929267,-0.018141257940421457,-0.008737382646919749,-0.03564159028676478,-0.010234576329939012,607.98,610.62,603.03,7.590000000000032,131910.0,2.8457948436107743
75,2016-09-13,0.0,0.021529187548888468,-0.013182205028380703,-0.0008863317105965197,-0.0017545335233085033,0.007073712524053907,-0.015272485921916601,0.008500983366045475,-0.01610104282830059,608.61,612.03,604.87,7.159999999999968,118840.0,2.62712831037098
76,2016-09-14,0.0,0.004417182786988397,-0.011993758562595283,0.0016522718378753562,0.013724756164702066,-0.00777960798476264,-0.019143485794291218,-0.001202066622377873,-0.020638108664211577,609.54,612.16,606.39,5.769999999999982,236710.0,2.646519193736263
77,2016-09-15,0.0,0.007048388388902892,0.03367714824507888,-0.0036358256368971414,-0.0022950396798010197,0.007588170779692198,0.0337040800448213,0.001854455268648282,-0.028455833042126705,608.11,610.73,605.1,5.6299999999999955,160740.0,1.0343650391281476
78,2016-09-16,0.0,0.024650799550262892,-0.006435994633654364,-0.0042036111028244845,0.008113512653411925,-0.012646290768663375,-0.013863015473867021,0.0117857661234281,0.0073708428186588515,607.78,610.36,605.15,5.210000000000036,96470.0,0.9435341415290498
79,2016-09-17,0.0,-0.0009192937793099966,0.002802585986902911,-0.0014361246905396467,0.026599718228329877,0.0019697950565986814,0.005435729770619291,0.005812907169969822,-0.010373906463323403,607.08,609.61,604.52,5.090000000000032,142610.0,1.0795051757740945
80,2016-09-18,0.0,0.0018770921383830692,-0.007150626611709773,-0.0014198984631998302,0.0037512190528624922,-0.006956564280204627,0.03185596000993393,0.004036829766037541,-0.0036660755534765055,610.7,612.38,605.22,7.159999999999968,103590.0,1.173944293464361
81,2016-09-19,0.0,0.031246316058935145,0.02068536720266686,0.0005376736506710299,0.018214707528712362,0.01776020254215688,0.022446586789141583,0.008646790971866714,-0.016195894360244115,609.85,612.41,606.99,5.419999999999959,101270.0,1.178405352491045
82,2016-09-20,0.0,0.0457721016986165,-0.0019262374024892285,0.009859013838808977,0.002320763557289149,0.00019519364105708564,0.0042944002781603804,0.003705628201230507,0.010550240862266275,609.24,611.27,605.93,5.340000000000032,110010.0,1.3630450218388201
83,2016-09-21,0.0,0.010170801830074846,0.00317084140854953,-0.01114137974295527,-0.02327237699170312,0.05031497001060523,-0.0104119354830578,-0.026367819398407794,-0.009774744052854917,597.16,608.82,591.69,17.129999999999995,109020.0,1.3323276037451888
84,2016-09-22,0.0,0.0072336883127196265,-0.0017924456834657564,0.0009779401015067336,4.483836742204955e-05,0.01083487011323692,0.0015545202913086545,-0.0006354281062542211,0.02716508074386649,595.63,599.78,592.83,6.949999999999932,119820.0,1.5017026259534678
85,2016-09-23,0.0,0.01197595256146473,-0.000806958992374626,-0.00564712668573145,-0.011144174387031944,-0.007033984089670708,-0.032915610597530336,0.016056620994887513,-0.00361316668117731,602.92,603.7,594.11,9.590000000000032,132330.0,1.458589742150736
86,2016-09-24,0.0,-0.0036470543223403222,-0.003429192254641075,0.007608860275071048,-0.004135309419516522,0.0002588343940227462,-0.010388764542394617,-0.017321363753058074,-0.02445864418652148,602.59,605.92,600.5,5.419999999999959,89240.0,1.5287425882851828
87,2016-09-25,0.0,-4.958563702700536e-05,-0.000623308698484892,0.004640647479155808,-0.005891540994789446,0.023407626718873756,-0.011514028503302062,0.009586058213105923,0.0006455499869319481,601.49,604.87,598.35,6.519999999999982,53610.0,1.89484712313422
88,2016-09-26,0.0,-0.0004149590500663568,0.0009081467808228268,0.0038774344190750203,-0.01774190072125301,-0.001840870489108755,0.008605910125832658,0.0034912804562130043,-0.005638485685542101,606.54,608.46,598.17,10.290000000000077,63410.0,1.9358718807431807
89,2016-09-27,0.0,-0.0008088046275709429,0.0004361792568922315,-0.004307549041751395,0.002359794502694121,0.0054358081936648,-0.014203062160221928,-0.07136001567275702,-0.0031712936753216722,605.47,608.97,601.73,7.240000000000009,103740.0,1.5268523756277488
90,2016-09-28,0.0,0.006790036517729366,0.0012596853385026573,-0.007567589962976511,-0.008991995997754111,0.015874499455861786,0.02625656285631016,0.01567927631900832,-0.013401673154321822,604.67,606.9,602.62,4.279999999999973,83900.0,1.4598263158092606
91,2016-09-29,0.0,-0.0016867756332850752,-0.001251936008481452,0.0012016794289907255,0.016078109366478514,-0.01694222491340073,-0.0006297993585314757,0.00023697087729417088,0.007330580307273016,604.7,607.23,602.01,5.220000000000027,86960.0,1.444429183696046
92,2016-09-30,0.0,-8.368911560328873e-05,0.018883843585145478,-0.0013334922962972527,0.006393513301062852,-0.01782218315121057,-0.0052959467580904335,0.014746674691344872,0.0130736191084289,608.14,608.78,602.25,6.529999999999973,84080.0,1.1649643284544418
93,2016-10-01,0.0,8.160415365829343e-05,0.020644993357647204,0.0033860987105740377,-0.008939025445248792,-0.0012389323657865858,0.012117707473080108,-0.008408269796648563,0.007762217943434457,613.41,615.0,607.07,7.92999999999995,129759.99999999999,1.3219926180824937
94,2016-10-02,0.0,0.00013742837615972683,0.008610832922627798,-0.0038989353267445456,0.004371846199791536,-0.002574919429871152,-0.02208132890397345,0.007567671300760949,-0.008291530972817165,610.69,614.21,607.67,6.540000000000077,59200.0,1.4171233365467477
95,2016-10-03,0.0,0.012115139943775416,0.009313456964921784,0.005477626365200675,0.002224027492124435,-0.024299935976241818,-0.0178005304751737,0.010598428639441007,-0.0008585204736203042,611.6,613.2,608.47,4.730000000000018,82250.0,1.4851452757156174
96,2016-10-04,0.0,-0.006019812553488116,-0.0072826546054444675,-0.0024567504282444093,0.023694774876163602,-0.013124321213499702,-0.01162074969988109,-0.00478506612228817,0.0120834566944018,608.96,612.68,606.5,6.17999999999995,214460.0,1.4850255082535644
97,2016-10-05,0.0,0.022479534419350782,-0.0002501262652951381,-0.009670186396010222,0.0005701134082833903,0.002164824286648527,0.014147281840553166,0.004280960306588186,-0.0017050250092936134,611.82,613.65,607.98,5.669999999999959,168130.0,1.2622618926075753
98,2016-10-06,0.0,-0.013658222203191288,-0.00816455605428957,-0.0001381552229964174,0.001473225464902965,-0.003389431081860494,0.005227329103050522,0.018448987101828677,0.0013856446135145986,610.97,612.68,608.54,4.139999999999986,100260.0,1.3761065254502611
99,2016-10-07,0.0,0.014964173586774966,0.012754438489383811,0.0005965849040818691,-0.0007436142742106092,0.020715768396651523,-0.004242555213048442,0.006011954027317662,0.0019464465938959924,616.03,619.43,609.12,10.309999999999945,115490.0,1.3176172567207738
100,2016-10-08,0.0,0.008873865507899491,0.0021832852683644575,0.0018242892045984543,0.006304802017910491,0.00014984318582266475,-0.01091989679048265,-0.05593999288924246,-0.014167833832175632,617.65,619.56,614.88,4.67999999999995,117510.0,1.3216912233089446
101,2016-10-09,0.0,-0.0006578415217702183,-0.0012035916623312926,0.0003394394311878931,0.008335607746548235,0.0033163725945374433,-0.028223840574616448,0.005909349843900208,-0.002142376557614036,615.77,618.35,613.01,5.340000000000032,216810.0,1.2389217337359075
102,2016-10-10,0.0,-0.015252844666590534,-0.0028258442255705545,-7.79444282757863e-06,-0.008502162344733076,-0.027291401868811554,-0.01395938290216786,0.005686772254085093,-0.00901269610327559,617.29,618.81,612.76,6.0499999999999545,84080.0,2.5609359808888783
103,2016-10-11,0.0,0.05104438615240714,0.005840882780389783,0.016172907303844172,-0.013224617519504794,0.012643051511208855,0.027280904806203862,0.007047003426723833,-0.005697352445791386,640.45,642.35,615.6,26.75,136850.0,2.3734542283567794
104,2016-10-12,0.0,0.013950849573809295,-0.008152188525828098,-0.002297013056999416,-0.012310733940329659,0.011740025162348417,0.02314481674547933,0.02586372209882469,0.012663242801594851,635.99,642.51,632.19,10.319999999999936,76970.0,2.4155375193010133
105,2016-10-13,0.0,-0.013055760016752134,-0.0034357116107366532,0.0018226084163728215,0.008661522588887641,-0.02162584437647074,-0.018783153886666168,-0.004947588906422412,-0.00017010414116842842,635.6,639.52,632.25,7.269999999999982,130430.0,2.5174101184249977
106,2016-10-14,0.0,-0.004885624045563038,0.008731032538676064,-0.008911651825984076,0.018159628380507664,0.0024016130705733704,-0.02506625310032555,0.007019491170889902,-0.011455966294257377,637.92,640.46,630.66,9.800000000000068,126560.0,2.5503641017824092
107,2016-10-15,0.0,-0.006858631087125597,-0.006200404883109481,0.00043845575520259396,-0.0037587579387449582,-0.0033241152280781665,0.006224284783188684,-0.009279191033358239,0.007342562401409944,637.03,641.4,635.06,6.340000000000032,81880.0,1.3027746718131623
108,2016-10-16,0.0,-0.006991292776338682,0.01673368890314109,0.0038763775615294448,0.006877578681221713,-0.0007058108860117447,0.016523368179753556,0.018861168137109616,-0.02357772598435909,640.12,642.18,636.39,5.789999999999964,58200.0,1.1737255444050552
109,2016-10-17,0.0,0.027981346142294077,0.02337756701110262,0.015569324219142311,0.016751891030632515,0.01456044831254166,-0.005470434179672079,-0.0031717779446011132,-0.007028550234598779,637.37,641.29,634.89,6.399999999999977,103720.0,1.2655235593768506
110,2016-10-18,0.0,0.042757875689494663,0.004677695746951583,-0.020671592402459606,0.012671399652809237,0.021985715018816163,-0.0024095806811529202,0.008327354507605807,-0.012334383329655127,635.34,639.34,632.23,7.110000000000014,59220.0,1.708308396976257
111,2016-10-19,0.0,0.011090020980038168,0.017946601270127312,-0.005230166782635555,0.03390559403589311,0.010510411341305674,-0.029878178783576112,-0.00913720038023412,-0.007370788367535866,629.06,637.27,624.09,13.17999999999995,64780.0,1.6456968350577703
112,2016-10-20,0.0,0.0011492002238781933,0.006741939615946321,0.007025991013791821,-0.00030549232813642524,0.011364340745655642,-0.0012751242778123867,0.012666864546381551,-0.0075278282287648615,628.34,630.83,625.48,5.350000000000023,110690.0,1.5844767537439841
113,2016-10-21,0.0,0.02190870007233922,0.0016219310600346128,0.01965846558171993,0.012014446167979462,-0.002147847828316004,-0.05517131430671318,0.0010254410867729102,-0.013545765418484249,630.45,633.26,627.58,5.67999999999995,77150.0,3.5345942481117896
114,2016-10-22,0.0,0.02991186733633924,0.013502379746851692,-0.024044676786003392,0.00051607768697981,0.009682717699122658,0.01567952082796284,0.004445903623584532,-0.015076405528896487,655.48,659.89,629.72,30.16999999999996,54130.0,3.7196026628442183
