,exch.binance.flow.in.ntv,exch.binance.flow.out.ntv,exch.bitfinex.flow.in.ntv,exch.bitfinex.flow.out.ntv,exch.bitstamp.flow.in.ntv,exch.bitstamp.flow.out.ntv,exch.bittrex.flow.in.ntv,exch.bittrex.flow.out.ntv,exch.gemini.flow.in.ntv,exch.gemini.flow.out.ntv,exch.huobi.flow.in.ntv,exch.huobi.flow.out.ntv,exch.kraken.flow.in.ntv,exch.kraken.flow.out.ntv,exch.poloniex.flow.in.ntv,exch.poloniex.flow.out.ntv,close,high,low,high-low,volume
550,0.6133942780747903,0.4319312356350763,0.0135626244364335,0.019395783719765705,0.036294877860931725,0.04911478641331929,0.06911721452940414,0.0720655409487638,0.018813533821339604,0.02291999826097432,0.0,0.0,0.00750669151816992,0.010861603296426327,0.007573436832553119,0.007062567306952992,757.22,766.49,718.9,47.59000000000003,9630000.0
551,0.5498167721965326,0.6062648685927113,0.06087338366170701,0.03629220196225305,0.051947956585336394,0.05149940329164333,0.10990746311062878,0.1033635586519094,0.046540485714704635,0.04820045826304728,0.0,0.0,0.014522670772190953,0.020907015428488263,0.024069422047773556,0.020707881837696746,861.97,882.61,756.17,126.44000000000005,14880000.0
552,0.5980203847566246,0.7606999433143546,0.01607901130700227,0.03576086576283053,0.07833011547760994,0.04625899559094029,0.10415830057834637,0.10718784339431521,0.05073871161896683,0.07045387806103032,0.0,0.0,0.0099564695366488,0.018892747785879033,0.012518711718357854,0.018713892619665336,941.1,951.7,847.9,103.80000000000007,14860000.0
553,0.9763518097036493,0.5965422505857996,0.04454869411237959,0.05497454498082095,0.13167896563787568,0.12656894167050933,0.0969859092316236,0.0641423570800191,0.12150473463483143,0.07333364909914286,0.0,0.0,0.02362641354259949,0.02925219783529851,0.023522787485117335,0.02767086144707398,944.83,997.44,901.03,96.41000000000008,11300000.0
554,0.4403791782317946,0.4183532523333181,0.04418947315139806,0.0481311512354557,0.08444765649570428,0.07328491668832082,0.12479333914160738,0.13822650215323468,0.06460395424010038,0.057240384685300884,0.0,0.0,0.01284937932417062,0.02266837787052731,0.01762529685627641,0.028890152435778162,963.88,1165.81,926.75,239.05999999999995,11520000.0
555,0.3491483755001953,0.5784832428732263,0.018436303961828788,0.0216143984494612,0.028973255907255645,0.05407405490086335,0.08106231475407066,0.07457683121727227,0.034862213036321456,0.027253470158736706,0.0,0.0,0.014694072158953343,0.016270246198707754,0.013975717336144809,0.01595948730667062,1008.36,1056.96,958.73,98.23000000000002,11300000.0
556,0.6642576633793559,0.7244639745334328,0.025044389546514542,0.030937165137520383,0.0901687523174464,0.08562837873408252,0.08556766873181335,0.08791402005931884,0.023412291103557664,0.03470479370199675,0.0,0.0,0.009655688844499766,0.018366576454537403,0.020113826418607005,0.02680111865935578,1117.75,1117.84,1003.21,114.62999999999988,15840000.0
557,0.7440256157334996,0.656035590581268,0.044451026856591434,0.04546912742168448,0.14579647322880332,0.13480529221587095,0.14113018103467834,0.1110337701554964,0.058268140039486785,0.032560117878940115,0.0,0.0,0.021815991594723708,0.032187496242370224,0.013953615058107863,0.022525291351760752,1136.11,1228.25,967.84,260.40999999999997,17420000.0
558,0.7354622203168164,0.43506942040725793,0.050853398653312835,0.04060988705886734,0.11212482721054111,0.15270921233855395,0.09914391254690855,0.1022293253709957,0.053157673487265474,0.0523381067466294,0.0,0.0,0.0225116579829396,0.027744711246297522,0.016532096776379828,0.027300523563009188,1289.24,1300.3,1133.7,166.5999999999999,18570000.0
559,0.3901626714982878,0.37483652894146796,0.03265536697616664,0.045472943867307075,0.10814485351272221,0.10731221737785161,0.1451406502672669,0.0976837788220478,0.06758840160201204,0.04210112948262735,0.0,0.0,0.03371421959611091,0.03320491102762641,0.01636896510397668,0.027657366515753252,1248.99,1385.22,1210.85,174.37000000000012,16239999.999999998
560,0.4449602059116429,0.3967941387960664,0.049058112132873935,0.04017608190225801,0.10006674016376979,0.09849367179858494,0.08756990363740183,0.08359435696412566,0.05265527767767621,0.040029870504728914,0.0,0.0,0.002915736227418753,0.00895389234055569,0.009779688400424471,0.021371607701962954,1139.32,1333.92,1100.85,233.07000000000016,16660000.0
561,0.25324739593785345,0.3841608520662229,0.01989268173615666,0.02117102350668001,0.08775063660005487,0.04657221718093524,0.05965414839961547,0.07596579378250592,0.02952830009962627,0.030129828336194805,0.0,0.0,0.00021921886391812207,1.9777812193309535e-08,0.00922188096004946,0.021295953145029026,1261.03,1287.06,1087.61,199.45000000000005,22850000.0
562,0.27636544282762154,0.3867963449680816,0.022549657979475977,0.01790439055860899,0.047339351284043624,0.07609304831510605,0.056634682836805304,0.0737754300259705,0.014024963709877032,0.02849913569975861,0.0,0.0,0.004749240849090942,4.350374890488922e-08,0.008498825060876559,0.01524999665633151,1385.02,1422.86,1261.01,161.8499999999999,10260000.0
563,0.22874321260065109,0.38296469207709233,0.021050858919925877,0.01777371514167374,0.024287135340394003,0.03129403785038413,0.0500837833448765,0.06922646282771333,0.016436629057012386,0.04197824202258188,0.0,0.0,0.004921960147109506,0.0057319790266271145,0.01015755532861904,0.009142604677023559,1359.48,1389.32,1267.48,121.83999999999992,10010000.0
564,0.5070686299647997,0.3680897196455321,0.018032073507787284,0.03680747672671511,0.08191174507784241,0.07720252566975125,0.06257814881901134,0.055305335443907096,0.027751851080411956,0.02688257850763575,0.0,0.0,0.015239033093586058,0.028070198336153505,0.004615578681385193,0.020315969368904892,1278.69,1381.35,1271.07,110.27999999999997,12460000.0
565,0.4185457187982972,0.5586129947080479,0.045321167252652214,0.025204297205156122,0.07117588920121636,0.05204305231367186,0.07238491645039884,0.06783083353754542,0.05387667156123111,0.04938154968590997,0.0,0.0,0.023293670090848748,0.02018462397474618,0.00730298816622448,0.021495709723996465,1050.26,1282.27,864.23,418.03999999999996,13370000.0
566,0.6969778566489085,0.338781740505287,0.06631615577959245,0.05691692297855084,0.13222076126171822,0.18067797918453296,0.09950025765816561,0.07228714035445519,0.08410556787263493,0.0733110378521617,0.0,0.0,0.01678012457154962,0.017768527326872646,0.019405926967686983,0.022439540172613372,1024.69,1115.66,764.75,350.9100000000001,11380000.0
567,0.3156232491890344,0.28452409426854525,0.02779846287697256,0.037670335573373535,0.08561449507238308,0.09103007115787702,0.06540911499066117,0.05378944368666426,0.07621775378033503,0.07809942685661657,0.0,0.0,0.009951722120284234,0.022516364505614436,0.013279590391989666,0.01788271204157572,1012.97,1093.9,949.56,144.34000000000015,13710000.0
568,0.15071335561169752,0.2655684673572863,0.0184271779647536,0.030479229499332638,0.047025038547664946,0.05921684478644808,0.04620544450990304,0.04823385237233217,0.07800636182510959,0.07529248924942451,0.0,0.0,0.010155738214103347,0.013367055961630094,0.008853278162090791,0.01146199345947235,1037.36,1083.62,982.62,100.99999999999989,13580000.0
569,0.026322348112718615,0.3566149541246276,0.014709206823598737,0.024781300564171025,0.04203098030470008,0.02547201886749177,0.03497541784084409,0.03774992536404243,0.02824637496175504,0.03645106404451562,0.0,0.0,0.005567881388463886,0.012313936449059915,0.004426231211889644,0.007344805942683143,1150.5,1164.62,1036.82,127.79999999999995,14360000.0
570,0.6673352784874959,0.15360432713816718,0.017107992907332267,0.015184582391941412,0.014237227633163369,0.025540522462635065,0.01781656113366204,0.030759784827128753,0.013045549321646662,0.016241591902270976,0.0,0.0,0.008470492525465815,0.010847214653936732,0.0043896050044668015,0.007076634381701129,1049.09,1150.57,1008.06,142.51,12190000.0
571,0.1323572206671079,0.17582394189811337,0.024565751357015005,0.023233282929949188,0.050629262673972296,0.053543401673007175,0.029691607213264335,0.052231273176592236,0.0250664785871105,0.026983966740378954,0.0,0.0,0.019687413917020544,0.01679045358446708,0.004210889741369903,0.01378174865317213,999.64,1084.28,917.0,167.27999999999997,11160000.0
572,0.14250850878714363,0.16886584469458307,0.014660301554642778,0.01618924349674733,0.05119160616999783,0.06309189000207588,0.04085134231213373,0.036759749105123606,0.02666588294232012,0.023164574128281552,0.0,0.0,0.007813059033022474,0.011347515602558252,0.0031168706311612386,0.014557925027770523,984.47,1020.66,908.31,112.35000000000002,15670000.0
573,0.13865326388364518,0.20046770003882636,0.019677736621134135,0.016489318772710572,0.030053991498913992,0.03999847608741939,0.05019510954472792,0.03164187531133775,0.10391551364383313,0.04751744206306494,0.0,0.0,0.011091301625930155,0.014197948540336767,0.007617010325092371,0.009872636119113537,1061.78,1062.6,956.97,105.62999999999988,11450000.0
574,0.18259791964387143,0.208263357049834,0.014171921292186383,0.021075346042627605,0.04306177524919074,0.06988519964915586,0.044233294310017,0.04370095478794781,0.025760762516300117,0.052770105008891705,0.0,0.0,0.01632454382110651,0.01764801107450108,0.008164033892442257,0.012186236834936035,1046.37,1102.42,1022.2,80.22000000000003,10350000.0
