,date,binance.NET,bitfinex.NET,bitstamp.NET,bittrex.NET,gemini.NET,huobi.NET,kraken.NET,poloniex.NET,close,high,low,high-low,volume,weekly_vol
4,2016-07-04,0.0,0.001032044567622084,0.0,0.003313815743894553,0.0007383553124019841,0.0,0.04872529473694247,0.008248587244761497,11.38,12.13,11.28,0.8500000000000014,907110.0,0.24307678668717964
5,2016-07-05,0.0,-0.006774759863802507,0.0,0.043815056909774615,0.006005921761217342,0.0,-0.010510316411550018,-0.011091318959232328,10.45,11.41,8.976,2.4339999999999993,961670.0,0.24770547556288908
6,2016-07-06,0.0,0.02090417564235955,0.0,0.023379831172477716,0.0068752819524370845,0.0,0.0009159283106001956,-0.010402143847587138,10.43,11.11,10.21,0.8999999999999986,1020000.0,0.2723741275975882
7,2016-07-07,0.0,0.004137390502609906,0.0,0.015448801120354183,0.009188505461125103,0.0,0.0024694206461806636,-0.016655317782680618,10.03,10.31,9.529,0.7810000000000006,1510000.0,0.3321382948240428
8,2016-07-08,0.0,0.01815073736816589,0.0,-0.0008249370851695671,0.0074783762794863795,0.0,0.0007822195894426889,-0.0016803432907135738,11.27,11.64,10.3,1.3399999999999999,1200000.0,0.3361896036415071
9,2016-07-09,0.0,-0.012870787829745128,0.0,0.002330149985167172,-0.0004795908815278389,0.0,0.003964803444866213,-0.009358818288094754,10.92,11.34,10.69,0.6500000000000004,802780.0,0.22833965687567645
10,2016-07-10,0.0,-0.14401785813683388,0.0,0.006160867971450625,-0.002164360980393181,0.0,0.00043298444970726185,-0.0035236736801610375,10.9,11.08,10.7,0.3800000000000008,829770.0,0.22944010587552827
11,2016-07-11,0.0,-0.07483199316602021,0.0,0.016553624738884203,-0.006539690013852969,0.0,-0.0014929422724417486,-0.010110583065149373,10.46,10.92,10.18,0.7400000000000002,623520.0,0.21214853119395577
12,2016-07-12,0.0,0.01247332733837697,0.0,-0.003764974189749949,0.0005021287645281963,0.0,-0.003946144377266901,-0.000750624367050574,10.49,11.1,10.39,0.7099999999999991,619620.0,0.1293863166748413
13,2016-07-13,0.0,0.015543040639958067,0.0,0.005439734468969774,-0.0011259983920815127,0.0,0.03063453491282608,-0.010588714759886653,10.44,10.6,10.27,0.33000000000000007,645060.0,0.14570782678303928
14,2016-07-14,0.0,0.03277291038239366,0.0,-0.024690968965783454,0.002772744404007737,0.0,0.0012170678652647935,0.005609566041788227,11.55,11.69,10.37,1.3200000000000003,1050000.0,0.17755125532369612
15,2016-07-15,0.0,-0.018783204821723312,0.0,-0.01003231490828483,-0.0002472865311491987,0.0,0.03221457017889383,-0.07784331907385966,11.88,12.64,11.4,1.2400000000000002,717850.0,0.16243431779797946
16,2016-07-16,0.0,-0.022043558580477487,0.0,0.018974503312519937,0.001636664471971803,0.0,-0.0037540179681759423,0.00041453083080948347,11.59,12.12,11.5,0.6199999999999992,540100.0,0.17103580820483472
17,2016-07-17,0.0,0.03386750610238324,0.0,-0.007532320192505552,0.00015214505728990753,0.0,-0.0012874046109257343,-0.023014772384894033,11.19,11.73,10.9,0.8300000000000001,724840.0,0.1926267983487009
18,2016-07-18,0.0,0.03029452119884073,0.0,-0.004759350222002693,-0.007909555870110352,0.0,0.031997425401780716,0.09349047682045811,10.95,11.48,10.85,0.6300000000000008,929320.0,0.19606149720949917
19,2016-07-19,0.0,0.0047521808995090245,0.0,-0.014243929671887378,-0.018553486451579414,0.0,-9.598561744258993e-05,-0.005297390434174428,11.63,12.1,10.95,1.1500000000000004,1420000.0,0.2351736502031186
20,2016-07-20,0.0,-0.04143549305461802,0.0,0.029434598073791708,0.018026409571860323,0.0,-0.00229353754349218,0.04836553328984369,12.54,13.0,11.4,1.5999999999999996,1820000.0,0.24954481321412003
21,2016-07-21,0.0,-0.00879227079546658,0.0,-0.014580947474800534,0.0076396781447318355,0.0,0.0038376566741835996,0.0005753928195443465,12.66,12.92,12.02,0.9000000000000004,1320000.0,0.36153289315489107
22,2016-07-22,0.0,-0.0009087210744612856,0.0,0.015214247991360196,-0.0015065009441135625,0.0,-0.0014225418103289873,0.0023519902924499653,14.82,15.06,12.57,2.49,1780000.0,0.36852531936277383
23,2016-07-23,0.0,0.046128454345335676,0.0,0.0113171532387762,0.016442717695313087,0.0,0.004183904420498099,-0.0007030333691484258,14.4,15.27,13.99,1.2799999999999994,822950.0,0.44254139973541734
24,2016-07-24,0.0,0.16274744605368077,0.0,0.0022198435610358835,0.009061736784464619,0.0,-0.01088277927762815,0.1706562637439566,12.63,14.68,12.15,2.5299999999999994,1390000.0,0.4029276704585419
25,2016-07-25,0.0,-0.006545554030314375,0.0,-0.006014229557942986,0.00621847288017722,0.0,0.0016695756911553339,0.06034428832089521,13.84,13.88,12.59,1.290000000000001,1280000.0,0.49123651542066044
26,2016-07-26,0.0,0.3018784375712147,0.0,0.005415477547347773,0.007444018680836483,0.0,0.02504684398682699,0.08087330365399426,12.08,13.9,11.74,2.16,1390000.0,0.42737762794038564
27,2016-07-27,0.0,-0.01663743699645527,0.0,-0.034648377915815355,-0.0005934461625584396,0.0,0.0038584352206734365,0.02424886536239893,13.05,13.52,11.73,1.7899999999999991,1710000.0,0.41891790341014745
28,2016-07-28,0.0,0.028258269727861655,0.0,0.22226649956531935,0.000583900443817882,0.0,0.03787332970942901,-0.0012227815747827553,12.87,13.08,12.48,0.5999999999999996,1900000.0,0.3065606050119319
29,2016-07-29,0.0,0.04174087291574084,0.0,-0.014655332644185505,0.00035342327550735256,0.0,0.009059209969989065,-0.009931615837892847,12.84,12.94,12.54,0.40000000000000036,898060.0,0.2774295933506932
30,2016-07-30,0.0,0.004144755798620654,0.0,-0.004492584219088288,0.0012862074482162878,0.0,-0.006483294824758148,-0.01161258134839243,12.57,12.88,12.53,0.3500000000000014,2190000.0,0.19480073152593777
31,2016-07-31,0.0,0.00990328625833874,0.0,-0.012610801404505746,-0.0018776288116670345,0.0,0.0028346605970030244,-0.00298852578216946,11.82,12.28,11.22,1.0599999999999987,1870000.0,0.1586186065912905
32,2016-08-01,0.0,0.07577773724283776,0.0,-0.008680602558378795,0.008798977045270917,0.0,-0.0032551418074416843,-0.027455552932663524,11.05,11.74,11.02,0.7200000000000006,1990000.0,0.30126639679282174
33,2016-08-02,0.0,0.1215414840160339,0.0,0.014675598639136006,0.01298195412193545,0.0,-0.0044531817360696155,0.022723442682909503,8.295,11.2,7.033,4.166999999999999,1650000.0,0.3717543500442118
34,2016-08-03,0.0,4.182615281528231e-07,0.0,-0.007122885979526504,0.012043150505264262,0.0,-0.022672889817152684,-0.13216660730130272,10.42,10.64,8.093,2.5470000000000006,1640000.0,0.43240558216870273
35,2016-08-04,0.0,3.983572586862938e-07,0.0,-0.008475384450895105,0.003570915754202964,0.0,-0.005685342197446878,-0.04287794620983473,11.21,11.53,10.25,1.2799999999999994,1770000.0,0.4019896705218498
36,2016-08-05,0.0,7.953149330984091e-07,0.0,-0.007935824101258976,0.002791638966504859,0.0,0.0032310411233483355,-0.05433854321637155,10.93,11.19,10.74,0.4499999999999993,2840000.0,0.3880962315488263
37,2016-08-06,0.0,7.953149330984091e-07,0.0,0.0029806212448149003,0.0005332228383160985,0.0,-0.012411555793495703,-0.015508311448037826,10.91,11.18,10.5,0.6799999999999997,2690000.0,0.23423842323688784
38,2016-08-07,0.0,7.953149330984091e-07,0.0,-0.012672825384050436,0.008161794270735047,0.0,0.0031710978112199535,-0.013022105622896657,10.94,11.16,10.69,0.47000000000000064,1420000.0,0.16427061847638053
39,2016-08-08,0.0,7.953149330984091e-07,0.0,-0.015908227406990362,0.0014233708509595112,0.0,-0.01289988956375388,-0.017886681698898715,11.29,11.49,10.83,0.6600000000000001,1080000.0,0.16505622202684558
40,2016-08-09,0.0,0.005740557320145545,0.0,-0.031201838093281475,0.005844333841911752,0.0,-0.0037751302090159797,-0.020774239069996432,12.22,12.43,11.17,1.2599999999999998,778790.0,0.16889447743378128
41,2016-08-10,0.0,-0.14233214415809303,0.0,-0.01974908778607732,0.001678023086690958,0.0,0.0043556972152450635,-0.017777309165033173,12.22,12.67,11.86,0.8100000000000005,1060000.0,0.18208275792543288
42,2016-08-11,0.0,-0.1637410038033437,0.0,0.002209711596275407,0.0011477103010531068,0.0,0.006691373941622452,-0.00020503803017179328,11.68,12.35,11.59,0.7599999999999998,1370000.0,0.18268909815321246
43,2016-08-12,0.0,-0.17548508806670726,0.0,-0.012409593925504208,-0.008808381852387845,0.0,0.00239441592600934,0.009409019162313258,11.78,12.04,11.58,0.4599999999999991,1950000.0,0.18131645458396403
44,2016-08-13,0.0,-0.6045085508330645,0.0,-0.003285506414212159,0.0010965090588918546,0.0,-0.008280028658966886,-0.005449531888905649,11.52,11.76,11.45,0.3100000000000005,1790000.0,0.14196925407244784
45,2016-08-14,0.0,-0.028517402134723112,0.0,-0.00325877553247827,0.0006586810469131656,0.0,-0.00501915115378866,-0.0022829257096658277,11.17,11.44,11.07,0.3699999999999992,1620000.0,0.1382039467929149
46,2016-08-15,0.0,-0.09372732605674325,0.0,-0.002910508208220988,0.0006456082103108156,0.0,-0.005002611334359135,-0.013802612275148392,11.19,11.25,10.99,0.2599999999999998,1800000.0,0.11189049643552788
47,2016-08-16,0.0,-0.0411740425168379,0.0,0.0017715149771606112,9.170632501765319e-05,0.0,-0.004661867672526036,0.0011691963532500706,11.16,11.56,11.05,0.5099999999999998,587180.0,0.12068568326381075
48,2016-08-17,0.0,-0.10593172245848566,0.0,-0.007389447625930887,-0.0027445267692629413,0.0,0.0019578606998139235,-0.005513650652766974,10.77,11.23,10.71,0.5199999999999996,1290000.0,0.11921961914460188
49,2016-08-18,0.0,-0.11557262228581831,0.0,0.002570619072642017,-0.003036748487820352,0.0,-0.0005059696484531378,0.003220253971417491,10.74,11.04,10.69,0.34999999999999964,2320000.0,0.08794185593505059
50,2016-08-19,0.0,-0.08596813897208326,0.0,0.0026641460359153914,0.0007039527342639015,0.0,0.002347774852712796,0.00031744014231319465,10.75,10.86,10.68,0.17999999999999972,75180.0,0.09275459326151421
51,2016-08-20,0.0,-0.1638824351069306,0.0,-0.002131925472059493,0.00029130291507293996,0.0,0.0013109671148413778,0.0012116392368909691,11.28,11.35,10.68,0.6699999999999999,3010000.0,0.090676871413662
52,2016-08-21,0.0,0.026856679777398737,0.0,-0.003937500929710194,7.548089607409156e-05,0.0,-0.000189615125266018,-0.0010181758030851796,11.15,11.27,10.91,0.35999999999999943,756360.0,0.07385650633040808
53,2016-08-22,0.0,-0.13005791181951096,0.0,0.0007837493317195019,0.0017142656107908658,0.0,0.0015035432155256863,0.0013009801028575074,11.11,11.44,11.03,0.41000000000000014,2550000.0,0.07947841011054506
54,2016-08-23,0.0,0.04760277787640322,0.0,0.004597072154151823,0.0008255186895458242,0.0,-0.003287892633108398,2.835105584224687e-05,11.02,11.22,10.9,0.3200000000000003,2470000.0,0.07974171643289665
